,T,<S1(t)>,<S2(t)>,<S1(t)S2(t-0.5T)>,<S1(t)S2(t-0.45T)>,<S1(t)S2(t-0.4T)>,<S1(t)S2(t-0.35T)>,<S1(t)S2(t-0.3T)>,<S1(t)S2(t-0.25T)>,<S1(t)S2(t-0.2T)>,<S1(t)S2(t-0.15T)>,<S1(t)S2(t-0.1T)>,<S1(t)S2(t-0.05T)>,<S1(t)S2(t)>,<S1(t)S2(t+0.05T)>,<S1(t)S2(t+0.1T)>,<S1(t)S2(t+0.15T)>,<S1(t)S2(t+0.2T)>,<S1(t)S2(t+0.25T)>,<S1(t)S2(t+0.3T)>,<S1(t)S2(t+0.35T)>,<S1(t)S2(t+0.4T)>,<S1(t)S2(t+0.45T)>,<S1(t)S2(t+0.5T)>
0,1.2534459374764972,0.7977993617605105,0.7978393617285106,0.548006137668742,0.5136718033847006,0.5010044088387977,0.4770036252275516,0.46866966615252986,0.4556690361456548,0.5033353466747199,0.5490015372043042,0.6246676661349326,0.8226669957334656,2.232998213601428,0.8520003408001361,0.6170009872015791,0.5070014196039749,0.4606685093407041,0.4773358154795737,0.4780030592195789,0.5313373714973569,0.5416714333752802,0.5480054800548005,0.561339620337081
