,T,<S1(t)>,<S2(t)>,<S1(t)S2(t-0.5T)>,<S1(t)S2(t-0.45T)>,<S1(t)S2(t-0.4T)>,<S1(t)S2(t-0.35T)>,<S1(t)S2(t-0.3T)>,<S1(t)S2(t-0.25T)>,<S1(t)S2(t-0.2T)>,<S1(t)S2(t-0.15T)>,<S1(t)S2(t-0.1T)>,<S1(t)S2(t-0.05T)>,<S1(t)S2(t)>,<S1(t)S2(t+0.05T)>,<S1(t)S2(t+0.1T)>,<S1(t)S2(t+0.15T)>,<S1(t)S2(t+0.2T)>,<S1(t)S2(t+0.25T)>,<S1(t)S2(t+0.3T)>,<S1(t)S2(t+0.35T)>,<S1(t)S2(t+0.4T)>,<S1(t)S2(t+0.45T)>,<S1(t)S2(t+0.5T)>
0,1.2547776997013578,0.7969593624325099,0.7975993619205103,0.5646729910041657,0.5356720233869005,0.518671230973499,0.5386707605644472,0.5196699925546192,0.4963359142800879,0.49733532267462405,0.5193347874707384,0.6170009872015794,0.7023336142667794,1.7203319570677682,0.7393336290667851,0.6860010976017562,0.6143350534714831,0.5780023120092482,0.5686696237487102,0.5306700629550696,0.5470041572315947,0.5523381939094397,0.6093394267276009,0.5733397547385863
