,T,<S1(t)>,<S2(t)>,<S1(t)S2(t-0.5T)>,<S1(t)S2(t-0.47058823529411764T)>,<S1(t)S2(t-0.4411764705882353T)>,<S1(t)S2(t-0.4117647058823529T)>,<S1(t)S2(t-0.38235294117647056T)>,<S1(t)S2(t-0.35294117647058826T)>,<S1(t)S2(t-0.3235294117647059T)>,<S1(t)S2(t-0.29411764705882354T)>,<S1(t)S2(t-0.2647058823529412T)>,<S1(t)S2(t-0.23529411764705882T)>,<S1(t)S2(t-0.20588235294117646T)>,<S1(t)S2(t-0.17647058823529413T)>,<S1(t)S2(t-0.14705882352941177T)>,<S1(t)S2(t-0.11764705882352941T)>,<S1(t)S2(t-0.08823529411764706T)>,<S1(t)S2(t-0.058823529411764705T)>,<S1(t)S2(t-0.029411764705882353T)>,<S1(t)S2(t)>,<S1(t)S2(t+0.029411764705882353T)>,<S1(t)S2(t+0.058823529411764705T)>,<S1(t)S2(t+0.08823529411764706T)>,<S1(t)S2(t+0.11764705882352941T)>,<S1(t)S2(t+0.14705882352941177T)>,<S1(t)S2(t+0.17647058823529413T)>,<S1(t)S2(t+0.20588235294117646T)>,<S1(t)S2(t+0.23529411764705882T)>,<S1(t)S2(t+0.2647058823529412T)>,<S1(t)S2(t+0.29411764705882354T)>,<S1(t)S2(t+0.3235294117647059T)>,<S1(t)S2(t+0.35294117647058826T)>,<S1(t)S2(t+0.38235294117647056T)>,<S1(t)S2(t+0.4117647058823529T)>,<S1(t)S2(t+0.4411764705882353T)>,<S1(t)S2(t+0.47058823529411764T)>,<S1(t)S2(t+0.5T)>
0,1.8588556344573743,0.5379594620405379,0.5396394603605397,0.5788092609481751,0.5780086701300519,0.5300074201038814,0.4876063388824054,0.4340052080624967,0.36960406564472204,0.3316033160331603,0.31040279362514256,0.24720197761582088,0.20280141960993725,0.20600123600741602,0.16960084800424,0.13320053280213118,0.11440034320102958,0.09680019360038719,0.09880009880009878,0.09079999999999999,0.09279990720009279,0.07079999999999999,0.07400007400007398,0.07720015440030878,0.094000282000846,0.0972003888015552,0.12440062200311,0.1552009312055872,0.17640123480864364,0.18240145921167367,0.24160217441956974,0.2916029160291602,0.3232035552391076,0.3800045600547206,0.4356056628736173,0.4936069104967469,0.5296079441191617,0.5680090881454102
