,T,<S1(t)>,<S2(t)>,<S1(t)S2(t-0.5T)>,<S1(t)S2(t-0.45T)>,<S1(t)S2(t-0.4T)>,<S1(t)S2(t-0.35T)>,<S1(t)S2(t-0.3T)>,<S1(t)S2(t-0.25T)>,<S1(t)S2(t-0.2T)>,<S1(t)S2(t-0.15T)>,<S1(t)S2(t-0.1T)>,<S1(t)S2(t-0.05T)>,<S1(t)S2(t)>,<S1(t)S2(t+0.05T)>,<S1(t)S2(t+0.1T)>,<S1(t)S2(t+0.15T)>,<S1(t)S2(t+0.2T)>,<S1(t)S2(t+0.25T)>,<S1(t)S2(t+0.3T)>,<S1(t)S2(t+0.35T)>,<S1(t)S2(t+0.4T)>,<S1(t)S2(t+0.45T)>,<S1(t)S2(t+0.5T)>
0,1.8281809638730435,0.5469795624163498,0.5494795604163517,0.43178520448329494,0.3968950010719055,0.3895608535831643,0.3524486033379638,0.3033363666970003,0.2664466293068048,0.23577928676521304,0.19333422267075762,0.18133384106808828,0.18200018200018192,0.5039995968003227,0.1653334986668319,0.17600049280137983,0.20111203622647772,0.2088902257863339,0.2480020336166755,0.29622518447406687,0.32889276982357285,0.38444967295999677,0.42067314503310016,0.4455632192429266
