,T,<S1(t)>,<S2(t)>,<S1(t)S2(t-0.5T)>,<S1(t)S2(t-0.45T)>,<S1(t)S2(t-0.4T)>,<S1(t)S2(t-0.35T)>,<S1(t)S2(t-0.3T)>,<S1(t)S2(t-0.25T)>,<S1(t)S2(t-0.2T)>,<S1(t)S2(t-0.15T)>,<S1(t)S2(t-0.1T)>,<S1(t)S2(t-0.05T)>,<S1(t)S2(t)>,<S1(t)S2(t+0.05T)>,<S1(t)S2(t+0.1T)>,<S1(t)S2(t+0.15T)>,<S1(t)S2(t+0.2T)>,<S1(t)S2(t+0.25T)>,<S1(t)S2(t+0.3T)>,<S1(t)S2(t+0.35T)>,<S1(t)S2(t+0.4T)>,<S1(t)S2(t+0.45T)>,<S1(t)S2(t+0.5T)>
0,1.8353025108288672,0.5448595641123484,0.5448395641283488,0.6464555634801362,0.6093427172111784,0.5097847108498452,0.387560128765075,0.26622488447106685,0.19733495147993546,0.14733427627270146,0.11888943578029346,0.10244473128969199,0.09266675933342593,0.31822196764464794,0.0926667593334259,0.09244470328961354,0.1040004784022006,0.1226674517383577,0.18222371645669713,0.24844692891373352,0.34200403564762066,0.489339988357175,0.6184539686355612,0.6631225168184005
