2 1 0 2 0.01 0 0.5 0.5 0 0 
2 1 0 1.98 0.01 0 0.5 0.5 1.00121 0 
2 1 0 1.97 0.01 0 0.5 0.5 1.0012 0 
2 1 0 1.96 0.01 0 0.5 0.5 1.00118 0 
2 1 0 1.95 0.01 0 0.5 0.5 1.00117 0 
2 1 0 1.94 0.01 0 0.5 0.5 1.00116 0 
2 1 0 1.93 0.01 0 0.5 0.5 1.00115 0 
2 1 0 1.92 0.01 0 0.5 0.5 1.00113 0 
2 1 0 1.91 0.01 0 0.5 0.5 1.00112 0 
2 1 0 1.9 0.01 0 0.5 0.5 1.0011 0 
2 1 0 1.89 0.01 0 0.5 0.5 1.00109 0 
2 1 0 1.88 0.01 0 0.5 0.5 1.00107 0 
2 1 0 1.87 0.01 0 0.5 0.5 1.00106 0 
2 1 0 1.86 0.01 0 0.5 0.5 1.00104 0 
2 1 0 1.85 0.01 0 0.5 0.5 1.00103 0 
2 1 0 1.84 0.01 0 0.5 0.5 1.00101 0 
2 1 0 1.83 0.01 0 0.5 0.5 1.00099 0 
2 1 0 1.82 0.01 0 0.5 0.5 1.00098 0 
2 1 0 1.81 0.01 0 0.5 0.5 1.00096 0 
2 1 0 1.8 0.01 0 0.5 0.5 1.00094 0 
2 1 0 1.79 0.01 0 0.5 0.5 1.00092 0 
2 1 0 1.78 0.01 0 0.5 0.5 1.0009 0 
2 1 0 1.77 0.01 0 0.5 0.5 1.00088 0 
2 1 0 1.76 0.01 0 0.5 0.5 1.00086 0 
2 1 0 1.75 0.01 0 0.5 0.5 1.00084 0 
2 1 0 1.74 0.01 0 0.5 0.5 1.00082 0 
2 1 0 1.73 0.01 0 0.5 0.5 1.0008 0 
2 1 0 1.72 0.01 0 0.5 0.5 1.00078 0 
2 1 0 1.71 0.01 0 0.5 0.5 1.00075 0 
2 1 0 1.7 0.01 0 0.5 0.5 1.00073 0 
2 1 0 1.69 0.01 0 0.5 0.5 1.0007 0 
2 1 0 1.68 0.01 0 0.5 0.5 1.00068 0 
2 1 0 1.67 0.01 0 0.5 0.5 1.00065 0 
2 1 0 1.66 0.01 0 0.5 0.5 1.00062 0 
2 1 0 1.65 0.01 0 0.5 0.5 1.0006 0 
2 1 0 1.64 0.01 0 0.5 0.5 1.00057 0 
2 1 0 1.63 0.01 0 0.5 0.5 1.00054 0 
2 1 0 1.62 0.01 0 0.5 0.5 1.0005 0 
2 1 0 1.61 0.01 0 0.5 0.5 1.00047 0 
2 1 0 1.6 0.01 0 0.5 0.5 1.00044 0 
2 1 0 1.59 0.01 0 0.5 0.5 1.0004 0 
2 1 0 1.58 0.01 0 0.5 0.5 1.00037 0 
2 1 0 1.57 0.01 0 0.5 0.5 1.00033 0 
2 1 0 1.56 0.01 0 0.5 0.5 1.00029 0 
2 1 0 1.55 0.01 0 0.5 0.5 1.00025 0 
2 1 0 1.54 0.01 0 0.5 0.5 1.00021 0 
2 1 0 1.53 0.01 0 0.5 0.5 1.00017 0 
2 1 0 1.52 0.01 0 0.5 0.5 1.00012 0 
2 1 0 1.51 0.01 0 0.5 0.5 1.00008 0 
2 1 0 1.5 0.01 0 0.5 0.5 1.00003 0 
2 1 0 1.4942 0.01 0 0.5 0.5 1 0 
1 1 0 1.4842 0.01 0 0.5 0.5 0.999949 0 
1 1 0 1.4742 0.01 0 0.5 0.5 0.999895 0 
1 1 0 1.4642 0.01 0 0.5 0.5 0.999839 0 
1 1 0 1.4542 0.01 0 0.5 0.5 0.999781 0 
1 1 0 1.4442 0.01 0 0.5 0.5 0.99972 0 
1 1 0 1.4342 0.01 0 0.5 0.5 0.999656 0 
1 1 0 1.4242 0.01 0 0.5 0.5 0.999589 0 
1 1 0 1.4142 0.01 0 0.5 0.5 0.999519 0 
1 1 0 1.4042 0.01 0 0.5 0.5 0.999446 0 
1 1 0 1.3942 0.01 0 0.5 0.5 0.999369 0 
1 1 0 1.3842 0.01 0 0.5 0.5 0.999288 0 
1 1 0 1.3742 0.01 0 0.5 0.5 0.999203 0 
1 1 0 1.3642 0.01 0 0.5 0.5 0.999113 0 
1 1 0 1.3542 0.01 0 0.5 0.5 0.999019 0 
1 1 0 1.3442 0.01 0 0.5 0.5 0.99892 0 
1 1 0 1.3342 0.01 0 0.5 0.5 0.998815 0 
1 1 0 1.3242 0.01 0 0.5 0.5 0.998703 0 
1 1 0 1.3142 0.01 0 0.5 0.5 0.998585 0 
1 1 0 1.3042 0.01 0 0.5 0.5 0.99846 0 
1 1 0 1.2942 0.01 0 0.5 0.5 0.998327 0 
1 1 0 1.2842 0.01 0 0.5 0.5 0.998186 0 
1 1 0 1.2742 0.01 0 0.5 0.5 0.998034 0 
1 1 0 1.2642 0.01 0 0.5 0.5 0.997873 0 
1 1 0 1.2542 0.01 0 0.5 0.5 0.997699 0 
1 1 0 1.2442 0.01 0 0.5 0.5 0.997513 0 
1 1 0 1.2342 0.01 0 0.5 0.5 0.997312 0 
1 1 0 1.2242 0.01 0 0.5 0.5 0.997096 0 
1 1 0 1.2142 0.01 0 0.5 0.5 0.996861 0 
1 1 0 1.2042 0.01 0 0.5 0.5 0.996606 0 
1 1 0 1.1942 0.01 0 0.5 0.5 0.996328 0 
1 1 0 1.1842 0.01 0 0.5 0.5 0.996023 0 
1 1 0 1.1742 0.01 0 0.5 0.5 0.995688 0 
1 1 0 1.1642 0.01 0 0.5 0.5 0.995318 0 
1 1 0 1.1542 0.01 0 0.5 0.5 0.994906 0 
1 1 0 1.1442 0.01 0 0.5 0.5 0.994446 0 
1 1 0 1.1342 0.01 0 0.5 0.5 0.993927 0 
1 1 0 1.1242 0.01 0 0.5 0.5 0.993339 0 
1 1 0 1.1142 0.01 0 0.5 0.5 0.992665 0 
1 1 0 1.1042 0.01 0 0.5 0.5 0.991884 0 
1 1 0 1.0942 0.01 0 0.5 0.5 0.990968 0 
1 1 0 1.0842 0.01 0 0.5 0.5 0.989875 0 
1 1 0 1.0742 0.01 0 0.5 0.5 0.988547 0 
1 1 0 1.0642 0.01 0 0.5 0.5 0.986891 0 
1 1 0 1.0542 0.01 0 0.5 0.5 0.984759 0 
1 1 0 1.0442 0.01 0 0.5 0.5 0.981888 0 
1 1 0 1.0342 0.01 0 0.5 0.5 0.977756 0 
1 1 0 1.0242 0.01 0 0.5 0.5 0.971145 0 
1 1 0 1.0142 0.01 0 0.5 0.5 0.958157 0 
2 2 0 1.4942 0.01 0 0.5 0.5 0.958157 0 
1 2 0 1.4942 0.01 0 0.49 0.49 0.958157 0 
2 2 0 1.49347 0.01 0 0.480013 0.480013 1.00001 0 
2 2 0 1.49263 0.01 0 0.470049 0.470049 1.00002 0 
2 2 0 1.49145 0.01 0 0.460119 0.460119 1.00003 0 
2 2 0 1.48993 0.01 0 0.450234 0.450234 1.00004 0 
2 2 0 1.4881 0.01 0 0.440404 0.440404 1.00006 0 
2 2 0 1.48594 0.01 0 0.430639 0.430639 1.00008 0 
2 2 0 1.48347 0.01 0 0.420949 0.420949 1.00011 0 
2 2 0 1.4807 0.01 0 0.411341 0.411341 1.00014 0 
2 2 0 1.47763 0.01 0 0.401823 0.401823 1.00017 0 
2 2 0 1.47427 0.01 0 0.392403 0.392403 1.00021 0 
2 2 0 1.47064 0.01 0 0.383087 0.383087 1.00025 0 
2 2 0 1.46674 0.01 0 0.373879 0.373879 1.00029 0 
2 2 0 1.46258 0.01 0 0.364786 0.364786 1.00034 0 
2 2 0 1.45817 0.01 0 0.355811 0.355811 1.00039 0 
2 2 0 1.45352 0.01 0 0.346954 0.346954 1.00045 0 
2 2 0 1.44864 0.01 0 0.338221 0.338221 1.00051 0 
2 2 0 1.44354 0.01 0 0.329616 0.329616 1.00057 0 
2 2 0 1.43823 0.01 0 0.321138 0.321138 1.00064 0 
2 2 0 1.43272 0.01 0 0.312791 0.312791 1.00071 0 
2 2 0 1.42701 0.01 0 0.304574 0.304574 1.00079 0 
2 2 0 1.42113 0.01 0 0.296489 0.296489 1.00087 0 
2 2 0 1.41507 0.01 0 0.288533 0.288533 1.00096 0 
2 2 0 1.40884 0.01 0 0.28071 0.28071 1.00105 0 
2 2 0 1.40245 0.01 0 0.273016 0.273016 1.00115 0 
2 2 0 1.39591 0.01 0 0.265452 0.265452 1.00125 0 
2 2 0 1.38922 0.01 0 0.258015 0.258015 1.00136 0 
2 2 0 1.3824 0.01 0 0.250705 0.250705 1.00147 0 
2 2 0 1.37544 0.01 0 0.24352 0.24352 1.00159 0 
2 2 0 1.36836 0.01 0 0.23646 0.23646 1.00172 0 
2 2 0 1.36116 0.01 0 0.229521 0.229521 1.00186 0 
2 2 0 1.35384 0.01 0 0.222704 0.222704 1.002 0 
2 2 0 1.34641 0.01 0 0.216006 0.216006 1.00215 0 
2 2 0 1.33888 0.01 0 0.209425 0.209425 1.00231 0 
2 2 0 1.33125 0.01 0 0.20296 0.20296 1.00248 0 
2 2 0 1.32352 0.01 0 0.19661 0.19661 1.00266 0 
2 2 0 1.31571 0.01 0 0.190371 0.190371 1.00285 0 
