,T,<S1(t)>,<S2(t)>,<S1(t)S2(t-0.5T)>,<S1(t)S2(t-0.4444444444444444T)>,<S1(t)S2(t-0.3888888888888889T)>,<S1(t)S2(t-0.3333333333333333T)>,<S1(t)S2(t-0.2777777777777778T)>,<S1(t)S2(t-0.2222222222222222T)>,<S1(t)S2(t-0.16666666666666666T)>,<S1(t)S2(t-0.1111111111111111T)>,<S1(t)S2(t-0.05555555555555555T)>,<S1(t)S2(t)>,<S1(t)S2(t+0.05555555555555555T)>,<S1(t)S2(t+0.1111111111111111T)>,<S1(t)S2(t+0.16666666666666666T)>,<S1(t)S2(t+0.2222222222222222T)>,<S1(t)S2(t+0.2777777777777778T)>,<S1(t)S2(t+0.3333333333333333T)>,<S1(t)S2(t+0.3888888888888889T)>,<S1(t)S2(t+0.4444444444444444T)>,<S1(t)S2(t+0.5T)>
0,1.1142405286147263,0.8974592820325744,0.8975592819525746,2.039020390203902,1.8796832078788963,1.5276782770215724,1.0813402539109584,0.6030031356163054,0.39533491467299203,0.2536673769353221,0.14566689973370625,0.09966670653334929,0.1019999184000653,0.11633337986668527,0.18900030240048385,0.2683340846687704,0.3910015640062561,0.6230032396168459,0.9456727189720682,1.3730104348793055,1.7363486132011299,1.9963532968663011
