,T,<S1(t)>,<S2(t)>,<S1(t)S2(t-0.5T)>,<S1(t)S2(t-0.4444444444444444T)>,<S1(t)S2(t-0.3888888888888889T)>,<S1(t)S2(t-0.3333333333333333T)>,<S1(t)S2(t-0.2777777777777778T)>,<S1(t)S2(t-0.2222222222222222T)>,<S1(t)S2(t-0.16666666666666666T)>,<S1(t)S2(t-0.1111111111111111T)>,<S1(t)S2(t-0.05555555555555555T)>,<S1(t)S2(t)>,<S1(t)S2(t+0.05555555555555555T)>,<S1(t)S2(t+0.1111111111111111T)>,<S1(t)S2(t+0.16666666666666666T)>,<S1(t)S2(t+0.2222222222222222T)>,<S1(t)S2(t+0.2777777777777778T)>,<S1(t)S2(t+0.3333333333333333T)>,<S1(t)S2(t+0.3888888888888889T)>,<S1(t)S2(t+0.4444444444444444T)>,<S1(t)S2(t+0.5T)>
0,1.0938621715635872,0.9141992686405849,0.9141392686885845,0.3620036200362002,0.3410030008264072,0.2940022344169816,0.3076686357459354,0.3430017836092747,0.36866814133923204,0.5196681217374077,0.8096679621354061,1.62700065080026,5.189329181869987,1.6410006564002628,0.8336680005354673,0.5663349190711066,0.4306683893402239,0.3453351290760045,0.3416688533473282,0.372002827221487,0.3896700957635096,0.3800038000380006
